Manual_guild_change,Kingdom,Phylum,Class,Order,Family,Genus,Guild
changed,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,EcMF
changed,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Pseudoclathrosphaerina,Endophyte
changed,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathogen
changed,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Endophyte
changed,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium,Endophyte
changed,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pathogen
changed,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pathogen
NA,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporales_fam_Incertae_sedis,Archaeosporales_gen_Incertae_sedis,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unidentified,AMF
NA,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,AMF
NA,Fungi,Glomeromycota,Unidentified,Unidentified,Unidentified,Unidentified,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,AMF
NA,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Unidentified,Unidentified,AMF
NA,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,AMF
NA,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Unidentified,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Unidentified,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Oehlia,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Unidentified,Unidentified,Unidentified,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Cetraspora,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Scutellospora,AMF
NA,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Unidentified,AMF
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Naucoria,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,EcMF
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Clavulina,EcMF
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pachyphlodes,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Tylosporaceae,Amphinema,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentellopsis,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Paxillus,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Pseudotomentella,EcMF
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Hydnotrya,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,EcMF
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Wilcoxina,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Phellodon,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Tremellodendron,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomus,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Polyozellus,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletellus,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Helvellosebacina,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Thaxterogaster,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Melanogastraceae,Alpova,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Alnicola,EcMF
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Leotia,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphidius,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,EcMF
NA,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria,EcMF
NA,Fungi,Mucoromycota,Endogonomycetes,Endogonales,Endogonales_fam_Incertae_sedis,Densospora,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,EcMF
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Genea,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Harrya,EcMF
NA,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Byssocorticiaceae,Byssocorticium,EcMF
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Phaeohelotium,EcMF
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tarzettaceae,Tarzetta,EcMF
NA,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,EcMF
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,Endophyte
NA,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Glutinomyces,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Rhizodermea,Endophyte
NA,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Endophyte
NA,Fungi,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Endogone,Endophyte
NA,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Endophyte
NA,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Pseudosigmoidea,Endophyte
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Rhizoscyphus,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Vestigium,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Polyphilus,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Gyoerffyella,Endophyte
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Acidomelania,Endophyte
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,Endophyte
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Mycoparasite
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Asterophora,Mycoparasite
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Mycoparasite
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyphodiscus,Mycoparasite
NA,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletales_fam_Incertae_sedis,Chalciporus,Mycoparasite
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Cladobotryum,Mycoparasite
NA,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,Mycoparasite
NA,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Amblyosporium,Mycoparasite
NA,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Mycoparasite
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Cephalotheca,Mycoparasite
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Mycoparasite
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calcarisporium,Mycoparasite
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Colacogloeaceae,Colacogloea,Mycoparasite
NA,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Mycoparasite
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Mycoparasite
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Syzygosporaceae,Syzygospora,Mycoparasite
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Mycoparasite
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Phaeotremellaceae,Phaeotremella,Mycoparasite
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Sirotrema,Mycoparasite
NA,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Nematophagous
NA,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Nematophagous
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Nematoctonus,Nematophagous
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia,Nematophagous
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Haptocillium,Nematophagous
NA,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Monacrosporium,Nematophagous
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metapochonia,Nematophagous
NA,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylaria,Nematophagous
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Nematophagous
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Other_RAF
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Other_RAF
NA,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Other_RAF
NA,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Other_RAF
NA,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,Atractiella,Other_RAF
NA,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Other_RAF
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,Pathogen
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrodendrum,Pathogen
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Unassigned
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Leucoscypha,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Delicatula,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Gorgomyces,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Galerina,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Melanconidaceae,Melanconiella,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Fayodia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Cyclocybe,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis,Unassigned
NA,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Unassigned
NA,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Keithomyces,Unassigned
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Dissophora,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Unassigned
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Unassigned
NA,Fungi,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leptodophora,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inosperma,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Discosiaceae,Discosia,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Mytilinidion,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Odontia,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Robillarda,Unassigned
NA,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Hemileucoglossum,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Inocephalus,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,Unassigned
NA,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Unassigned
NA,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Xenasmatella,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Gloiothele,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeria,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Sidera,Unassigned
NA,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Dendrochytridium,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Phlegmacium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanoleuca,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Scopuloides,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Unassigned
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Halomycetaceae,Paranamyces,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Unassigned
NA,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cystolepiota,Unassigned
NA,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Panaeolina,Unassigned
NA,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Unassigned
NA,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Spirosphaera,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Pseudosperma,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Pseudallescheria,Unassigned
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Boidinia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Spodocybe,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Amaurodon,Unassigned
NA,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Porotheleum,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Spongiporus,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Ceriporia,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Leuconeurospora,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Punctulariaceae,Punctularia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,Unassigned
NA,Fungi,Calcarisporiellomycota,Calcarisporiellomycetes,Calcarisporiellales,Calcarisporiellaceae,Calcarisporiella,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Myriococcum,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Skeletocutis,Unassigned
NA,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Diplomitoporus,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnellula,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Baeospora,Unassigned
NA,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Lunasporangiospora,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Peniophorella,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Rhodocybe,Unassigned
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Myxarium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Hyphodermella,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Resinicium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Antrodiella,Unassigned
NA,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Hamamotoa,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Daedalea,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tephrocybe,Unassigned
NA,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Angulomycetaceae,Angulomyces,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Lophium,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Marasmiellus,Unassigned
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Amicodisca,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,Unassigned
NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Camarophyllopsis,Unassigned
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Unassigned
