	SuperKingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species
X_1823	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Unidentified_Glomeraceae	Unidentified_Glomeraceae
X_1828	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1830	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1831	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	Unidentified_Pyrola
X_1839	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1841	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1845	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1850	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1851	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1859	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1861	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1863	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1864	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1865	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1868	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1869	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Unidentified_Chlamydomonadales	Unidentified_Chlamydomonadales	Unidentified_Chlamydomonadales
X_1875	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1877	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Unidentified_Mollisiaceae	Unidentified_Mollisiaceae
X_1879	Eukaryota	Fungi	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	Neolecta_vitellina
X_1882	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1883	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea_glauca
X_1884	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1885	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1886	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1888	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1891	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Unidentified_Sarcosomataceae	Unidentified_Sarcosomataceae
X_1896	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1897	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1898	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1905	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus	Unidentified_Alnus
X_1909	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1913	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1914	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Rhizodermea	Rhizodermea_veluwensis
X_1915	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Unidentified_Entoloma
X_1917	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1919	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1920	Eukaryota	Fungi	Ascomycota	any_Class_of_Ascomycota	any_Order_of_Ascomycota	any_Family_of_Ascomycota	Sporidesmiella	Unidentified_Sporidesmiella
X_1922	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1924	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1926	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1929	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1931	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1933	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Unidentified_Glomus
X_1935	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1936	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1937	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1941	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1942	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_1946	Eukaryota	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_elongata
X_1952	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1953	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_albiceps
X_1957	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Unidentified_Glomeraceae	Unidentified_Glomeraceae
X_1958	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Unidentified_Apiotrichum
X_1961	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1962	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1973	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Unidentified_Paxillus
X_1974	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium	Unidentified_Lolium
X_1975	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1980	Eukaryota	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unidentified_Mortierellaceae	Unidentified_Mortierellaceae
X_1981	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Unidentified_Alcyonacea	Unidentified_Alcyonacea	Unidentified_Alcyonacea
X_1982	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1983	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Unidentified_Rhizophagus
X_1986	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1987	Eukaryota	Fungi	Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota	Unidentified_Ascomycota
X_1988	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Unidentified_Meruliaceae	Unidentified_Meruliaceae
X_1990	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1992	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1993	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Myriococcum	Myriococcum_praecox
X_1996	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_1997	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2000	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2002	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2004	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2007	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2008	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Unidentified_Polyporaceae	Unidentified_Polyporaceae
X_2009	Eukaryota	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Unidentified_Umbelopsis
X_2012	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2014	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2015	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2019	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2021	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2022	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Unidentified_Amanita
X_2023	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2025	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2027	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2030	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2031	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2032	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2035	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2041	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2043	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Acrospermum	Unidentified_Acrospermum
X_2044	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2045	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia_trifida
X_2047	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2048	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia_decolorans
X_2049	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2050	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2054	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	any_Order_of_Agaricomycetes	Xenasmataceae	Xenasmatella	Unidentified_Xenasmatella
X_2058	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2060	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oplismenus	Unidentified_Oplismenus
X_2062	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2064	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2065	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2066	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Unidentified_Glomus
X_2069	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2076	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2077	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2083	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2085	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2086	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2087	Eukaryota	Fungi	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone	Endogone_pisiformis
X_2089	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2090	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2091	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2092	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2093	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2101	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2104	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2107	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2108	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2109	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2110	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2114	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2115	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2116	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Unidentified_Pinus
X_2117	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2119	Eukaryota	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Unidentified_Umbelopsis
X_2121	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Unidentified_Fraxinus
X_2130	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2136	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Unidentified_Amphinema
X_2137	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2140	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Phellodon	Phellodon_confluens
X_2143	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2146	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2150	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2160	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Unidentified_Saccharomycetaceae	Unidentified_Saccharomycetaceae
X_2161	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2162	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2164	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2166	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2167	Eukaryota	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Larix	Unidentified_Larix
X_2169	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2170	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2171	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2180	Eukaryota	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unidentified_Mortierella
X_2183	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2187	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2189	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Boehmeria	Boehmeria_nivea
X_2191	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2193	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2196	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2199	Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Unidentified_Rhizophydiales	Unidentified_Rhizophydiales	Unidentified_Rhizophydiales
X_2200	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2201	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_koskei
X_2204	Eukaryota	Fungi	Mucoromycota	Unidentified_Mucoromycota	Unidentified_Mucoromycota	Unidentified_Mucoromycota	Unidentified_Mucoromycota	Unidentified_Mucoromycota
X_2206	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2208	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2209	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2215	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2220	Eukaryota	Fungi	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone	Endogone_pisiformis
X_2221	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2223	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Unidentified_Schizoporaceae	Unidentified_Schizoporaceae
X_2225	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Unidentified_Chlamydomonadales	Unidentified_Chlamydomonadales	Unidentified_Chlamydomonadales
X_2229	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2230	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2232	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2233	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2234	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2235	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2236	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	any_Family_of_Hymenochaetales	Resinicium	Resinicium_bicolor
X_2239	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	Unidentified_Chloridium
X_2240	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2243	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_oumae-annae
X_2244	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2245	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2248	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2250	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2253	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2254	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Unidentified_Massarinaceae	Unidentified_Massarinaceae
X_2259	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2260	Eukaryota	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Unidentified_Umbelopsis
X_2261	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2262	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2264	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
X_2265	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Unidentified_Rhizophagus
X_2266	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Pseudowrightoporia	Pseudowrightoporia_japonica
X_2267	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism	Unidentified_organism
