"","ID","target","site","sample_type","sampling","plant","site2","x","y","y_m","x_m"
"NP20_015","NP20_015","plant","80","root","root","Betula","p080",36.52199,138.35101,-132756.5,58938.378
"NP20_016","NP20_016","plant","80","root","root","Betula","p080",36.52199,138.35101,-132756.5,58938.378
"NP20_018","NP20_018","plant","80","root","root","Larix","p080",36.52199,138.35101,-132756.5,58938.378
"NP20_019","NP20_019","plant","80","root","root","Unidentified","p080",36.52199,138.35101,-132756.5,58938.378
"NP20_021","NP20_021","plant","80","root","root","Unidentified","p080",36.52199,138.35101,-132756.5,58938.378
"NP20_022","NP20_022","plant","80","root","root","Larix","p080",36.52199,138.35101,-132756.5,58938.378
"NP20_023","NP20_023","plant","80","root","root","Larix","p080",36.52199,138.35101,-132756.5,58938.378
"NP20_025","NP20_025","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_027","NP20_027","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_028","NP20_028","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_029","NP20_029","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_030","NP20_030","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_031","NP20_031","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_032","NP20_032","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_034","NP20_034","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_035","NP20_035","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_036","NP20_036","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_037","NP20_037","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_038","NP20_038","plant","81","root","root","Unidentified","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_040","NP20_040","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_044","NP20_044","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_045","NP20_045","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_046","NP20_046","plant","81","root","root","Populus","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_048","NP20_048","plant","81","root","root","Unidentified","p081",36.52216,138.34985,-132860.105,58958.843
"NP20_049","NP20_049","plant","82","root","root","Betula","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_050","NP20_050","plant","82","root","root","Betula","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_051","NP20_051","plant","82","root","root","Betula","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_053","NP20_053","plant","82","root","root","Betula","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_054","NP20_054","plant","82","root","root","Acer","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_055","NP20_055","plant","82","root","root","Betula","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_056","NP20_056","plant","82","root","root","Unidentified","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_061","NP20_061","plant","82","root","root","Pinus","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_062","NP20_062","plant","82","root","root","Acer","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_063","NP20_063","plant","82","root","root","Acer","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_064","NP20_064","plant","82","root","root","Pinus","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_065","NP20_065","plant","82","root","root","Pinus","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_066","NP20_066","plant","82","root","root","Acer","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_067","NP20_067","plant","82","root","root","Pinus","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_069","NP20_069","plant","82","root","root","Unidentified","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_072","NP20_072","plant","82","root","root","Acer","p082",36.52238,138.35061,-132791.66,58982.207
"NP20_073","NP20_073","plant","83","root","root","Betula","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_074","NP20_074","plant","83","root","root","Betula","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_075","NP20_075","plant","83","root","root","Betula","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_076","NP20_076","plant","83","root","root","Betula","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_079","NP20_079","plant","83","root","root","Betula","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_080","NP20_080","plant","83","root","root","Betula","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_081","NP20_081","plant","83","root","root","Pinus","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_084","NP20_084","plant","83","root","root","Pinus","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_085","NP20_085","plant","83","root","root","Pinus","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_086","NP20_086","plant","83","root","root","Pinus","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_087","NP20_087","plant","83","root","root","Pinus","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_088","NP20_088","plant","83","root","root","Pinus","p083",36.52206,138.3509,-132766.233,58946.297
"NP20_089","NP20_089","plant","84","root","root","Pinus","p084",36.52205,138.35131,-132729.528,58944.622
"NP20_090","NP20_090","plant","84","root","root","Pinus","p084",36.52205,138.35131,-132729.528,58944.622
"NP20_091","NP20_091","plant","84","root","root","Pinus","p084",36.52205,138.35131,-132729.528,58944.622
"NP20_092","NP20_092","plant","84","root","root","Pinus","p084",36.52205,138.35131,-132729.528,58944.622
"NP20_094","NP20_094","plant","84","root","root","Pinus","p084",36.52205,138.35131,-132729.528,58944.622
"NP20_095","NP20_095","plant","84","root","root","Pinus","p084",36.52205,138.35131,-132729.528,58944.622
"NP20_096","NP20_096","plant","84","root","root","Populus","p084",36.52205,138.35131,-132729.528,58944.622
"NP21_001","NP21_001","plant","85","root","root","Pinus","p085",36.52205,138.35144,-132717.884,58944.443
"NP21_003","NP21_003","plant","85","root","root","Pinus","p085",36.52205,138.35144,-132717.884,58944.443
"NP21_007","NP21_007","plant","85","root","root","Pinus","p085",36.52205,138.35144,-132717.884,58944.443
"NP21_008","NP21_008","plant","85","root","root","Pinus","p085",36.52205,138.35144,-132717.884,58944.443
"NP21_010","NP21_010","plant","86","root","root","Betula","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_013","NP21_013","plant","86","root","root","Vitis","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_014","NP21_014","plant","86","root","root","Pinus","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_015","NP21_015","plant","86","root","root","Pinus","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_016","NP21_016","plant","86","root","root","Vitis","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_017","NP21_017","plant","86","root","root","Acer","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_018","NP21_018","plant","86","root","root","Pinus","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_019","NP21_019","plant","86","root","root","Pinus","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_020","NP21_020","plant","86","root","root","Toxicodendron","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_022","NP21_022","plant","86","root","root","Pinus","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_023","NP21_023","plant","86","root","root","Toxicodendron","p086",36.5221,138.3516,-132703.468,58949.771
"NP21_026","NP21_026","plant","87","root","root","Pinus","p087",36.52217,138.3507,-132783.958,58958.78
"NP21_027","NP21_027","plant","87","root","root","Pinus","p087",36.52217,138.3507,-132783.958,58958.78
"NP21_028","NP21_028","plant","87","root","root","Toxicodendron","p087",36.52217,138.3507,-132783.958,58958.78
"NP21_029","NP21_029","plant","87","root","root","Pinus","p087",36.52217,138.3507,-132783.958,58958.78
"NP21_031","NP21_031","plant","87","root","root","Pinus","p087",36.52217,138.3507,-132783.958,58958.78
"NP21_034","NP21_034","plant","88","root","root","Quercus","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_035","NP21_035","plant","88","root","root","Quercus","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_036","NP21_036","plant","88","root","root","Quercus","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_037","NP21_037","plant","88","root","root","Quercus","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_038","NP21_038","plant","88","root","root","Unidentified","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_044","NP21_044","plant","88","root","root","Pinus","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_045","NP21_045","plant","88","root","root","Acer","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_046","NP21_046","plant","88","root","root","Acer","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_047","NP21_047","plant","88","root","root","Pinus","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_048","NP21_048","plant","88","root","root","Unidentified","p088",36.52222,138.35055,-132797.307,58964.535
"NP21_050","NP21_050","plant","89","root","root","Pinus","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_051","NP21_051","plant","89","root","root","Pinus","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_053","NP21_053","plant","89","root","root","Pinus","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_054","NP21_054","plant","89","root","root","Pinus","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_055","NP21_055","plant","89","root","root","Pinus","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_056","NP21_056","plant","89","root","root","Pinus","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_057","NP21_057","plant","89","root","root","Betula","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_058","NP21_058","plant","89","root","root","Betula","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_059","NP21_059","plant","89","root","root","Betula","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_060","NP21_060","plant","89","root","root","Betula","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_061","NP21_061","plant","89","root","root","Betula","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_063","NP21_063","plant","89","root","root","Betula","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_064","NP21_064","plant","89","root","root","Betula","p089",36.52208,138.35028,-132821.729,58949.372
"NP21_065","NP21_065","plant","90","root","root","Pinus","p090",36.52204,138.35028,-132821.798,58944.933
"NP21_068","NP21_068","plant","90","root","root","Pinus","p090",36.52204,138.35028,-132821.798,58944.933
"NP21_069","NP21_069","plant","90","root","root","Pinus","p090",36.52204,138.35028,-132821.798,58944.933
"NP21_070","NP21_070","plant","90","root","root","Pinus","p090",36.52204,138.35028,-132821.798,58944.933
"NP21_071","NP21_071","plant","90","root","root","Pinus","p090",36.52204,138.35028,-132821.798,58944.933
"NP21_072","NP21_072","plant","90","root","root","Pinus","p090",36.52204,138.35028,-132821.798,58944.933
"NP21_073","NP21_073","plant","91","root","root","Unidentified","p091",36.52167,138.35031,-132819.743,58903.833
"NP21_074","NP21_074","plant","91","root","root","Betula","p091",36.52167,138.35031,-132819.743,58903.833
"NP21_075","NP21_075","plant","91","root","root","Unidentified","p091",36.52167,138.35031,-132819.743,58903.833
"NP21_077","NP21_077","plant","91","root","root","Betula","p091",36.52167,138.35031,-132819.743,58903.833
"NP21_078","NP21_078","plant","91","root","root","Unidentified","p091",36.52167,138.35031,-132819.743,58903.833
"NP21_079","NP21_079","plant","91","root","root","Betula","p091",36.52167,138.35031,-132819.743,58903.833
"NP21_080","NP21_080","plant","91","root","root","Betula","p091",36.52167,138.35031,-132819.743,58903.833
"NP21_081","NP21_081","plant","92","root","root","Unidentified","p092",36.52143,138.35038,-132813.884,58877.104
"NP21_083","NP21_083","plant","92","root","root","Pinus","p092",36.52143,138.35038,-132813.884,58877.104
"NP21_085","NP21_085","plant","92","root","root","Actinidia","p092",36.52143,138.35038,-132813.884,58877.104
"NP21_087","NP21_087","plant","92","root","root","Pinus","p092",36.52143,138.35038,-132813.884,58877.104
"NP21_088","NP21_088","plant","92","root","root","Pinus","p092",36.52143,138.35038,-132813.884,58877.104
"NP22_001","NP22_001","plant","93","root","root","Pinus","p093",36.52141,138.35021,-132829.144,58875.12
"NP22_002","NP22_002","plant","93","root","root","Pinus","p093",36.52141,138.35021,-132829.144,58875.12
"NP22_004","NP22_004","plant","93","root","root","Unidentified","p093",36.52141,138.35021,-132829.144,58875.12
"NP22_006","NP22_006","plant","93","root","root","Pinus","p093",36.52141,138.35021,-132829.144,58875.12
"NP22_007","NP22_007","plant","93","root","root","Pinus","p093",36.52141,138.35021,-132829.144,58875.12
"NP22_009","NP22_009","plant","94","root","root","Pinus","p094",36.52125,138.35,-132848.227,58857.655
"NP22_017","NP22_017","plant","95","root","root","Betula","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_018","NP22_018","plant","95","root","root","Betula","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_019","NP22_019","plant","95","root","root","Betula","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_020","NP22_020","plant","95","root","root","Betula","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_021","NP22_021","plant","95","root","root","Betula","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_022","NP22_022","plant","95","root","root","Betula","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_023","NP22_023","plant","95","root","root","Betula","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_024","NP22_024","plant","95","root","root","Betula","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_025","NP22_025","plant","95","root","root","Quercus","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_026","NP22_026","plant","95","root","root","Quercus","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_028","NP22_028","plant","95","root","root","Quercus","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_029","NP22_029","plant","95","root","root","Quercus","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_030","NP22_030","plant","95","root","root","Quercus","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_031","NP22_031","plant","95","root","root","Quercus","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_032","NP22_032","plant","95","root","root","Quercus","p095",36.52112,138.35002,-132846.658,58843.201
"NP22_033","NP22_033","plant","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NP22_034","NP22_034","plant","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NP22_035","NP22_035","plant","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NP22_036","NP22_036","plant","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NP22_038","NP22_038","plant","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NP22_039","NP22_039","plant","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NP22_041","NP22_041","plant","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_043","NP22_043","plant","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_044","NP22_044","plant","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_045","NP22_045","plant","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_046","NP22_046","plant","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_047","NP22_047","plant","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_048","NP22_048","plant","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_049","NP22_049","plant","97","root","root","Corylus","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_050","NP22_050","plant","97","root","root","Corylus","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_051","NP22_051","plant","97","root","root","Corylus","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_053","NP22_053","plant","97","root","root","Corylus","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_054","NP22_054","plant","97","root","root","Corylus","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_055","NP22_055","plant","97","root","root","Corylus","p097",36.52103,138.34912,-132927.422,58834.456
"NP22_057","NP22_057","plant","98","root","root","Corylus","p098",36.52111,138.34903,-132935.346,58843.458
"NP22_059","NP22_059","plant","98","root","root","Corylus","p098",36.52111,138.34903,-132935.346,58843.458
"NP22_062","NP22_062","plant","98","root","root","Corylus","p098",36.52111,138.34903,-132935.346,58843.458
"NP22_065","NP22_065","plant","99","root","root","Betula","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_066","NP22_066","plant","99","root","root","Larix","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_067","NP22_067","plant","99","root","root","Unidentified","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_068","NP22_068","plant","99","root","root","Betula","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_069","NP22_069","plant","99","root","root","Betula","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_070","NP22_070","plant","99","root","root","Unidentified","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_071","NP22_071","plant","99","root","root","Betula","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_072","NP22_072","plant","99","root","root","Unidentified","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_073","NP22_073","plant","99","root","root","Prunus","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_076","NP22_076","plant","99","root","root","Prunus","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_077","NP22_077","plant","99","root","root","Unidentified","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_078","NP22_078","plant","99","root","root","Betula","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_079","NP22_079","plant","99","root","root","Prunus","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_080","NP22_080","plant","99","root","root","Prunus","p099",36.52114,138.34906,-132932.608,58846.746
"NP22_082","NP22_082","plant","100","root","root","Pinus","p100",36.52122,138.34904,-132934.262,58855.651
"NP22_084","NP22_084","plant","100","root","root","Pinus","p100",36.52122,138.34904,-132934.262,58855.651
"NP22_086","NP22_086","plant","100","root","root","Pinus","p100",36.52122,138.34904,-132934.262,58855.651
"NP22_087","NP22_087","plant","100","root","root","Pinus","p100",36.52122,138.34904,-132934.262,58855.651
"NP22_091","NP22_091","plant","101","root","root","Pinus","p101",36.52128,138.34901,-132936.846,58862.351
"NP22_092","NP22_092","plant","101","root","root","Pinus","p101",36.52128,138.34901,-132936.846,58862.351
"NP22_093","NP22_093","plant","101","root","root","Pinus","p101",36.52128,138.34901,-132936.846,58862.351
"NP23_001","NP23_001","plant","102","root","root","Acer","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_002","NP23_002","plant","102","root","root","Pinus","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_004","NP23_004","plant","102","root","root","Betula","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_005","NP23_005","plant","102","root","root","Unidentified","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_008","NP23_008","plant","102","root","root","Prunus","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_009","NP23_009","plant","102","root","root","Unidentified","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_011","NP23_011","plant","102","root","root","Betula","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_012","NP23_012","plant","102","root","root","Betula","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_013","NP23_013","plant","102","root","root","Betula","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_014","NP23_014","plant","102","root","root","Betula","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_015","NP23_015","plant","102","root","root","Betula","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_016","NP23_016","plant","102","root","root","Betula","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_018","NP23_018","plant","102","root","root","Pinus","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_019","NP23_019","plant","102","root","root","Pinus","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_023","NP23_023","plant","102","root","root","Pinus","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_024","NP23_024","plant","102","root","root","Pinus","p102",36.5213,138.34888,-132948.456,58864.749
"NP23_026","NP23_026","plant","103","root","root","Pinus","p103",36.52146,138.34905,-132932.956,58882.27
"NP23_028","NP23_028","plant","103","root","root","Pinus","p103",36.52146,138.34905,-132932.956,58882.27
"NP23_032","NP23_032","plant","103","root","root","Pinus","p103",36.52146,138.34905,-132932.956,58882.27
"NP23_033","NP23_033","plant","103","root","root","Unidentified","p103",36.52146,138.34905,-132932.956,58882.27
"NP23_034","NP23_034","plant","103","root","root","Pinus","p103",36.52146,138.34905,-132932.956,58882.27
"NP23_035","NP23_035","plant","103","root","root","Pinus","p103",36.52146,138.34905,-132932.956,58882.27
"NP23_041","NP23_041","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_042","NP23_042","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_043","NP23_043","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_045","NP23_045","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_046","NP23_046","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_048","NP23_048","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_049","NP23_049","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_050","NP23_050","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_051","NP23_051","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_054","NP23_054","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_056","NP23_056","plant","104","root","root","Betula","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_057","NP23_057","plant","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_058","NP23_058","plant","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_059","NP23_059","plant","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_060","NP23_060","plant","104","root","root","Unidentified","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_061","NP23_061","plant","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NP23_068","NP23_068","plant","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NP23_069","NP23_069","plant","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NP23_070","NP23_070","plant","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NP23_071","NP23_071","plant","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NP23_072","NP23_072","plant","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NP23_073","NP23_073","plant","106","root","root","Betula","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_074","NP23_074","plant","106","root","root","Quercus","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_075","NP23_075","plant","106","root","root","Quercus","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_076","NP23_076","plant","106","root","root","Quercus","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_077","NP23_077","plant","106","root","root","Quercus","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_078","NP23_078","plant","106","root","root","Quercus","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_079","NP23_079","plant","106","root","root","Quercus","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_080","NP23_080","plant","106","root","root","Quercus","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_083","NP23_083","plant","106","root","root","Tilia","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_084","NP23_084","plant","106","root","root","Tilia","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_086","NP23_086","plant","106","root","root","Tilia","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_090","NP23_090","plant","106","root","root","Unidentified","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_091","NP23_091","plant","106","root","root","Unidentified","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_092","NP23_092","plant","106","root","root","Unidentified","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_093","NP23_093","plant","106","root","root","Alnus","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_094","NP23_094","plant","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NP23_095","NP23_095","plant","106","root","root","Betula","p106",36.52143,138.34888,-132948.233,58879.175
"NP24_001","NP24_001","plant","107","root","root","Betula","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_002","NP24_002","plant","107","root","root","Betula","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_003","NP24_003","plant","107","root","root","Unidentified","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_004","NP24_004","plant","107","root","root","Pinus","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_005","NP24_005","plant","107","root","root","Unidentified","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_006","NP24_006","plant","107","root","root","Pinus","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_007","NP24_007","plant","107","root","root","Vitis","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_008","NP24_008","plant","107","root","root","Unidentified","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_010","NP24_010","plant","107","root","root","Unidentified","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_011","NP24_011","plant","107","root","root","Acer","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_012","NP24_012","plant","107","root","root","Quercus","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_013","NP24_013","plant","107","root","root","Unidentified","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_014","NP24_014","plant","107","root","root","Toxicodendron","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_015","NP24_015","plant","107","root","root","Unidentified","p107",36.52185,138.34958,-132884.818,58924.815
"NP24_017","NP24_017","plant","108","root","root","Toxicodendron","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_020","NP24_020","plant","108","root","root","Toxicodendron","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_021","NP24_021","plant","108","root","root","Toxicodendron","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_022","NP24_022","plant","108","root","root","Toxicodendron","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_023","NP24_023","plant","108","root","root","Toxicodendron","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_025","NP24_025","plant","108","root","root","Pinus","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_026","NP24_026","plant","108","root","root","Unidentified","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_029","NP24_029","plant","108","root","root","Pinus","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_030","NP24_030","plant","108","root","root","Pinus","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_031","NP24_031","plant","108","root","root","Toxicodendron","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_032","NP24_032","plant","108","root","root","Toxicodendron","p108",36.52193,138.34974,-132870.351,58933.472
"NP24_033","NP24_033","plant","109","root","root","Unidentified","p109",36.52198,138.34985,-132860.413,58938.869
"NP24_034","NP24_034","plant","109","root","root","Toxicodendron","p109",36.52198,138.34985,-132860.413,58938.869
"NP24_035","NP24_035","plant","109","root","root","Toxicodendron","p109",36.52198,138.34985,-132860.413,58938.869
"NP24_036","NP24_036","plant","109","root","root","Alnus","p109",36.52198,138.34985,-132860.413,58938.869
"NP24_037","NP24_037","plant","109","root","root","Toxicodendron","p109",36.52198,138.34985,-132860.413,58938.869
